Geographic area,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Median Household Income,% over 25 completed hs,% below poverty level,Police Killings Yes/No
NY,Candor village,97.3,0.8,0.1,0,1.6,50417,90.7,15.6,
NY,Canisteo village,98.5,0.5,0.1,0.4,1.1,42422,91.3,16.4,
NY,Canton village,88,6.2,0.5,1.9,4.4,48988,90.6,19.6,
NY,Cape Vincent village,97.4,0.4,0,0,2.3,47188,95.6,6.5,
NY,Carle Place CDP,84.2,2.1,0.1,7.9,11.1,98269,86.8,9.1,
NY,Carmel Hamlet CDP,90.3,3,0.2,1.9,13.1,83636,86.1,5.6,
NY,Caroga Lake CDP,97.9,0,0.2,0.4,0.2,45083,97.5,7.1,
NY,Carthage village,90,3.8,0.5,1.6,4.6,42587,85.3,27.7,
NY,Cassadaga village,98.3,0.2,0.2,0.3,0.8,52917,91.9,9.3,
NY,Castile village,98.6,0.3,0.2,0.2,1.3,47045,91,18.8,
NY,Castleton-on-Hudson village,97,1.3,0,0.3,2.6,68375,91.4,4.3,
NY,Castorland village,98,0.6,0,0.3,2.8,45000,88.4,15.2,
NY,Cato village,96.4,0,0.2,0,1.3,47083,93.9,10.4,
NY,Catskill village,78.6,12.4,0.6,1.3,9,36442,96.2,19.4,
NY,Cattaraugus village,98.4,0.3,0.7,0,1.9,41429,90.2,19.2,
NY,Cayuga village,97.1,0.9,0.2,0.2,0.2,50536,93.6,2.4,
NY,Cayuga Heights village,79.5,2.1,0.1,14.7,4.7,78285,97.5,8.3,
NY,Cazenovia village,94.8,1.9,0.3,1.1,3,56696,93.8,11,
NY,Cedarhurst village,87.8,2.2,0,3.6,10.7,88913,95.3,6.3,
NY,Celoron village,95.9,0.8,0.2,0.5,2.9,42500,81.6,15.1,
NY,Centereach CDP,85.4,3.1,0.1,6.2,11.3,94432,93,5.3,
NY,Center Moriches CDP,89.5,3.5,0.2,1.4,10.2,89037,91.1,2.5,
NY,Centerport CDP,96.3,0.5,0.1,1.9,3.5,103945,97.6,3.2,
NY,Central Bridge CDP,97.5,0.5,0,0.5,1.3,31346,83.2,27,
NY,Central Islip CDP,43.6,25,0.9,3.4,52.1,66430,71,13.1,
NY,Central Square village,97.7,0.1,0.5,0.5,1.2,45240,89,14.7,
NY,Centre Island village,93.9,0,0,3.7,7.3,144375,97.9,3.1,
NY,Chadwicks CDP,96.9,0.9,0.3,0.6,3.7,37833,87.4,8.6,
NY,Champlain village,96.3,0.2,0.3,1.4,2.5,42054,86.9,17.7,
NY,Chappaqua CDP,81.7,1.9,0,12.5,7.8,113300,96.1,3.3,
NY,Chateaugay village,98.3,0.2,0.2,0.1,0.7,40500,87.1,27.3,
NY,Chatham village,88.8,3.4,0.3,2,5,73895,97.9,4.9,
NY,Chaumont village,96.8,0.5,0,0.5,1.1,49688,91.2,6.8,
NY,Chautauqua CDP,99.5,0,0,0.5,1,95333,96.5,5.3,
NY,Chazy CDP,96.6,0.9,0,0.5,1.1,49028,94.1,10,
NY,Cheektowaga CDP,86.8,9.2,0.3,1.7,2.2,48508,90.3,11.4,
NY,Chenango Bridge CDP,96.3,0.8,0.3,1,1.1,71645,94.7,5.8,
NY,Cherry Creek village,98.3,0.2,0,0.4,2.6,40000,86.2,17.7,
NY,Cherry Valley village,96.2,1.2,0.6,0,1,56250,94.3,0.6,
NY,Chester village,69.8,11.8,0.6,6.2,17.6,37500,94.2,6.5,
NY,Chestertown CDP,97,0.6,0.1,0.1,4.4,46761,92.9,13.2,
NY,Chestnut Ridge village,68.7,17.5,0.1,8.1,11.1,89813,92.1,8.5,
NY,Chittenango village,96.2,1.1,0.7,0.5,1.8,62902,91.7,5.2,
NY,Churchville village,95.7,1.3,0.2,1.1,1.7,59000,96.2,6.4,
NY,Clarence CDP,98,0.5,0.2,0.8,0.8,69821,94.2,12,
NY,Clarence Center CDP,94.6,1.1,0.1,2.4,1.2,111250,98.8,0.7,
NY,Clark Mills CDP,94.7,1,0.3,1.5,1.8,52222,93.1,19,
NY,Clarkson CDP,92.8,2.4,0.4,1.4,3,58700,92.5,12.1,
NY,Claverack-Red Mills CDP,95.9,1.9,0.1,0.7,1.4,87404,88.5,0,
NY,Clayton village,95.6,1.7,0.5,0.3,2.9,25750,78.2,19.1,
NY,Clayville village,96.9,1.7,0,0.3,0.6,44167,85.7,11.3,
NY,Cleveland village,97.2,0.4,0.7,0.9,1.2,46875,88.6,17.7,
NY,Clifton Springs village,96.3,0.9,0,1,2.4,47868,88.8,11.7,
NY,Clinton village,95.4,0.9,0.2,2.1,1.6,53281,96.2,10.9,
NY,Clintondale CDP,89.5,3.6,0.1,2.3,8.3,52726,89.3,11.3,
NY,Clyde village,90.2,4.5,0.2,0.5,4,46250,89.6,15.6,
NY,Cobleskill village,90.2,4.2,0.3,1.9,4.7,36824,87.2,21.2,
NY,Cohocton village,96.8,0.4,0.1,0.1,1.3,39531,85.2,26.2,
NY,Cohoes city,90.2,4.7,0.2,0.9,3.7,46226,87.3,17.4,
NY,Cold Brook village,99.1,0,0,0,0.6,38125,87.5,11.9,
NY,Cold Spring village,93.2,0.7,0.3,2,5.8,83125,97.1,7.5,
NY,Cold Spring Harbor CDP,95.4,0.7,0,2.3,3.8,157143,98,1.6,
NY,Colonie village,86.7,4.6,0.1,6.5,2.6,78263,94.2,4.6,
NY,Colton CDP,96.5,0.3,0.6,2,0.9,44559,92.4,14.3,
NY,Commack CDP,91.6,0.9,0.1,5.4,4.8,114463,95.7,3.5,
NY,Conesus Hamlet CDP,95.8,1.9,0,0.3,1.9,55521,100,16.2,
NY,Conesus Lake CDP,97.3,0.4,0.4,0.9,0.8,77738,96.8,6.3,
NY,Congers CDP,80.4,3.3,0.4,11.7,11.4,109935,90.3,4.1,
NY,Constableville village,98.8,0,0.4,0,0.4,46042,91.7,15.5,
NY,Constantia CDP,97.8,0.1,0.7,0.2,0.7,54261,88.2,3.2,
NY,Coopers Plains CDP,97,1.2,0.2,0,1.2,53696,100,12,
NY,Cooperstown village,94,0.4,0.1,4.2,3.1,62222,94.9,11.3,
NY,Copake Lake CDP,97.6,0.5,0.4,0.4,2.8,68125,92.7,9.3,
NY,Copenhagen village,96.4,0.9,0.2,0.9,2.2,47063,83.3,7.1,
NY,Copiague CDP,73.5,7.6,0.3,2.2,32.7,66161,79.8,7.5,
NY,Coram CDP,77.4,10.6,0.2,5,13.6,57663,91.3,15.6,
NY,Corfu village,97.5,0.7,0,0.3,2,48281,95.6,9,
NY,Corinth village,96.1,0.5,0.2,0.7,1.3,42183,86.9,19.6,
NY,Corning city,91.8,3.2,0.3,1.8,2.4,26660,77,22.8,
NY,Cornwall-on-Hudson village,94.2,1.1,0.1,1.7,5.7,93077,94.7,3.5,
NY,Cortland city,92.8,2.8,0.2,0.9,3.2,40025,88.7,24,
NY,Cortland West CDP,95.7,0.4,0.4,1.8,1.4,88125,86.2,8.4,
NY,Country Knolls CDP,95.2,0.6,0,2,2.5,104764,99.1,0,
NY,Cove Neck village,96.2,0.3,0,1.4,4.9,211250,98,1.7,
NY,Coxsackie village,93.7,2.6,0.2,0.9,4.5,55625,83.1,9.6,
NY,Cragsmoor CDP,96.9,0.7,0,0.9,4.5,86250,93.5,3.5,
NY,Cranberry Lake CDP,99.5,0,0.5,0,0,51500,94.2,11.8,
NY,Croghan village,97.2,1,0,0.6,0.3,31625,87.4,10.2,
NY,Crompond CDP,88,4.4,0,5.6,7,138281,91.9,1.3,
NY,Croton-on-Hudson village,86.6,2.9,0.2,3.7,11.4,131475,93.1,3.1,
NY,Crown Heights CDP,77.6,9.5,0.3,5.7,11,79038,91.5,12,
NY,Crugers CDP,87.6,6.9,0,1.2,9.3,38301,74.2,8.5,
NY,Crystal Beach CDP,97,1.2,0.2,0.8,4.3,38625,76.5,17.5,
NY,Cuba village,97.4,0.7,0.3,0.3,1.7,38594,81.4,27.4,
NY,Cumberland Head CDP,96.9,0.4,0.4,0.6,1.7,63933,90.1,4.4,
NY,Cumminsville CDP,97.3,0,0,0.5,0,24722,79.3,32.9,
NY,Cutchogue CDP,94.7,1.8,0,0.8,7.2,86344,94.7,3.3,
NY,Cuylerville CDP,96.6,0,0.3,1.3,3.4,54250,82.7,32.3,
NY,Dalton CDP,97.8,0.6,0,0,1.1,72375,95.5,5.6,
NY,Dannemora village,52.2,41.9,0.7,0.5,13.3,48500,70.6,16.6,
NY,Dansville village,95.8,1,0.3,0.8,2.2,57083,93.1,14.7,
NY,Davenport Center CDP,98.9,0.6,0,0,0.6,50063,85.8,2.6,
NY,Deer Park CDP,74.9,12,0.2,6.8,12.1,(X),86.3,28.1,
NY,Deferiet village,92.5,3.1,1,1,1.7,50000,90.9,20.6,
NY,DeKalb Junction CDP,98.8,0,0,0,1.3,70500,84.7,6.4,
NY,Delanson village,97.3,0.3,0,0.3,1.3,70417,98.4,3.8,
NY,Delevan village,97.5,0.3,0.4,0.9,0.4,36172,87.9,20.1,
NY,Delhi village,85,8.1,0.4,1.9,7.4,37813,88,19.1,
NY,Depauville CDP,97.7,0,0.3,0.2,0.7,41176,97.5,30.3,
NY,Depew village,96.5,1.2,0.2,0.7,1.7,50317,93.1,10.4,
NY,Deposit village,96.6,1.6,0.2,0.1,2.8,30357,88.8,25.5,
NY,Dering Harbor village,100,0,0,0,0,-,100,0,
NY,DeRuyter village,97.7,0.5,0.2,0.5,0.4,35521,92.2,21.8,
NY,Dexter village,95.8,1.7,0.6,0.3,1.9,70852,95.7,3.6,
NY,Dix Hills CDP,79.9,5.5,0.1,11.2,5.7,141250,95.1,2.6,
NY,Dobbs Ferry village,78.6,7.2,0.1,8.6,10.5,116671,94.9,4.4,
NY,Dolgeville village,96.9,0.3,0.4,0.6,1.8,43586,87.2,18,
NY,Dover Plains CDP,82.9,4.8,0.8,0.6,20.2,41618,71.3,9.8,
NY,Downsville CDP,97.6,0.5,0,0,0.6,57102,80.6,4.6,
NY,Dresden village,96.4,0,0.6,0.6,12.7,50469,64.3,33.2,
NY,Dryden village,94.7,1.3,0.4,0.7,2.5,43194,93.5,20.2,
NY,Duane Lake CDP,98.5,0,0,1.2,1.5,115441,100,0,
NY,Duanesburg CDP,97.2,1,0,0.8,5.9,(X),100,10,
NY,Dundee village,97.7,0.9,0.1,0.3,1.2,44212,89.8,12.2,
NY,Dunkirk city,77.5,6.1,1,0.4,26.4,30492,75.2,27.1,
NY,Durhamville CDP,97.4,0,0.9,0,0.3,35852,87,53,
NY,Earlville village,98.3,0.6,0.2,0,1.5,40313,90.7,15,
NY,East Atlantic Beach CDP,96,0.7,0,1.1,5.3,138705,98,2.2,
NY,East Aurora village,97.8,0.4,0.1,0.5,1.1,66346,93.8,8.1,
NY,East Avon CDP,94.2,0.2,0.2,1.8,2.3,32553,83.7,12.6,
NY,Eastchester CDP,88.3,1.3,0.1,7.7,6.5,104293,93.7,2.8,
NY,East Farmingdale CDP,71.6,12.5,0.2,5.1,20.9,80317,87.9,7,
NY,East Garden City CDP,72.1,17.5,0.1,4.5,9,104250,93.6,5.9,
NY,East Glenville CDP,94,0.8,0,3,1.9,72295,96.4,4.4,
NY,East Greenbush CDP,90.8,2.4,0.1,4.4,2.5,88583,97,2.7,
NY,East Hampton village,92.7,0.7,0,1.1,11.8,104531,96.5,4.7,
NY,East Hampton North CDP,76.1,6,0.7,1.1,38.5,61523,86.2,9.2,
NY,East Hills village,89.8,0.9,0,7.4,2.2,163710,98.4,4.3,
NY,East Islip CDP,94.5,1,0.1,1.6,6.2,115432,94.2,5.3,
NY,East Ithaca CDP,69.7,4.8,0.4,20.3,5,44647,97.7,22.8,
NY,East Kingston CDP,85.5,10.9,0,0,8,41750,94.5,30.4,
NY,East Marion CDP,95.2,0.8,0,0.9,6.7,72500,93.1,1.6,
NY,East Massapequa CDP,80.1,12.7,0.3,2.1,10.1,94589,92.4,5.8,
NY,East Meadow CDP,77.3,5.2,0.1,11.6,12.2,94214,91.1,4.4,
NY,East Moriches CDP,94.5,1.4,0.3,0.9,5.9,96685,95.6,5.8,
NY,East Nassau village,94.7,1.7,0.3,1.4,2.4,68438,97,4.4,
NY,East Northport CDP,93.1,0.8,0,2.8,6.7,92899,95.1,4.8,
NY,East Norwich CDP,93.5,0.8,0,3.5,4.4,134309,96.4,4,
NY,East Patchogue CDP,84.3,4.4,0.3,2.3,17.6,68366,86.5,9.8,
NY,Eastport CDP,94.3,1.4,0,0.6,8.7,56667,100,2.4,
NY,East Quogue CDP,93,1.7,0.2,1.3,8.9,88953,96.6,3.1,
NY,East Randolph village,94.7,2.9,0.5,0.3,5.6,#N/A,#N/A,#N/A,
NY,East Rochester village,91.8,3.2,0.2,0.9,5.1,46504,91.5,18.9,
NY,East Rockaway village,93.2,1.4,0.1,2.1,8,93490,96.2,3.2,
NY,East Shoreham CDP,94.6,1.4,0.1,2.4,5.5,119628,95.4,3.1,
NY,East Syracuse village,90.6,3,1,0.7,2.6,35566,87,17.4,
NY,East Williston village,94.3,0.4,0,4,4.3,136250,99,2.1,
NY,Eatons Neck CDP,97.4,0.2,0,0.9,2.6,123971,99.3,3.6,
NY,Eden CDP,98,0.5,0.3,0.3,0.7,30938,60.7,23.6,
NY,Edmeston CDP,96.7,0.6,0,0.5,2.4,53611,89.9,8.7,
NY,Edwards village,99.1,0.2,0,0,0.7,#N/A,#N/A,#N/A,
NY,Eggertsville CDP,77.2,12.2,0.2,7.3,2.9,63964,94.5,12.9,
NY,Elba village,93.2,1,0.3,0,10.1,58125,81,14,
NY,Elbridge village,96.8,0.3,0.5,0.3,3,68438,96.9,2.4,
NY,Elizabethtown CDP,96.4,0.5,0,0.4,0.3,50438,92.1,12.1,
NY,Ellenville village,68.1,13.7,1.3,2.4,27.9,45800,79.8,17.5,
NY,Ellicottville village,98.4,0,0.3,0,0.3,38125,95.9,2.2,
NY,Ellisburg village,93.9,0.8,0,2,0.4,55500,91.8,24.2,
NY,Elma Center CDP,99.2,0.2,0.2,0.3,0.5,87708,96.3,3.3,
NY,Elmira city,78.3,14.6,0.4,0.6,4.3,29295,82.8,32.1,
NY,Elmira Heights village,94.1,2.1,0.2,1,1.4,41299,89.7,12.4,
NY,Elmont CDP,28.5,45.5,0.5,10.9,21.8,89523,86.2,8,
NY,Elmsford village,46.4,20.5,0.6,10.5,38,83995,83.3,14,
NY,Elwood CDP,82.1,6.2,0.1,8,8.2,40313,69,26.1,
NY,Endicott village,86.6,7,0.2,1.8,4.4,29688,91,16,
NY,Endwell CDP,93.1,2.4,0.2,2,2.6,54446,94.2,8.7,
NY,Erin CDP,97.3,0.2,0.2,0.2,0.4,32292,89.7,12.3,
NY,Esperance village,93,3.5,0,0.3,4.9,54063,96.4,6.2,
NY,Evans Mills village,88.9,2.4,0,2.3,5.2,46875,91.9,12.9,
NY,Fabius village,98,0,1.7,0,4,59286,94.9,5.5,
NY,Fair Haven village,97.6,0.1,0.8,0.4,1.7,50208,93.7,12.8,
NY,Fairmount CDP,93.2,2.2,0.6,1.7,2,96222,94.7,6,
NY,Fairport village,95.3,1.4,0.3,1.2,2.1,69788,95,2.9,
NY,Fairview CDP (Dutchess County),76.8,12.8,0.1,3.4,8.6,69485,86.4,19.2,
NY,Fairview CDP (Westchester County),16,58.2,0.4,3.3,33.4,43512,82.8,16.8,
NY,Falconer village,97.3,0.6,0.3,0.3,2.2,37566,92.6,16.5,
NY,Farmingdale village,85.2,2.6,0.4,5.5,13.7,73750,91.3,5.3,
NY,Farmingville CDP,88.2,2.4,0.3,3.7,12.5,95953,92.1,5.6,
NY,Farnham village,89,1.6,7.3,0,1.3,61042,87.5,22,
NY,Fayetteville village,93.8,1.4,0.2,3,2.1,46500,78.2,11,
NY,Felts Mills CDP,83.3,5.9,0,2.4,3.2,40227,100,12.8,
NY,Fillmore CDP,98.7,0.3,1,0,1.5,37500,96.9,13.9,
NY,Fire Island CDP,91.1,4.1,0,0.3,7.9,111250,89.6,4.6,
NY,Firthcliffe CDP,91.4,2.6,0.4,1,9.6,70985,95.9,4.4,
NY,Fishers Island CDP,96.2,0.8,0,0.8,0.8,151083,95.4,0.9,
NY,Fishers Landing CDP,94.4,1.1,0,1.1,2.2,(X),90,0,
NY,Fishkill village,73.6,5.5,0.1,15.1,10.9,53505,91.6,12.4,
NY,Flanders CDP,65.3,13.8,1.5,1.1,37.5,63482,61.9,12.8,
NY,Fleischmanns village,70.1,0.6,2.3,0.9,36.5,35938,78.9,20.2,
NY,Floral Park village,87,1.3,0.1,6.9,8.8,100829,95.8,2.7,
NY,Florida village,86.3,5.7,0.3,2.3,14.2,-,-,-,
NY,Flower Hill village,82.8,0.7,0,12.7,5.8,208424,93.9,8,
NY,Fonda village,97.6,0.4,0,0.5,2.9,40208,89.8,8.8,
NY,Forest Home CDP,59.1,2.1,0,35.5,5.6,32778,99,22.4,
NY,Forestville village,96.3,0.7,1,0.4,1.7,41875,90.2,1.4,
NY,Fort Ann village,98.1,0,0,0.6,4.5,68482,93.6,8.1,
NY,Fort Covington Hamlet CDP,80.8,0.4,14.2,0.1,3.2,41406,88.7,18.6,
NY,Fort Drum CDP,72.4,13,1,2.7,15.5,41966,95.6,13.7,
NY,Fort Edward village,96.9,1,0.2,0.2,1.5,48827,89.1,15,
NY,Fort Johnson village,95.7,0.6,0.2,0.8,2.2,63047,92.1,12.4,
NY,Fort Montgomery CDP,86.1,3.6,0.8,1.2,10.9,92250,91.2,9,
NY,Fort Plain village,96.9,0.5,0.3,0.2,2.5,31364,83.3,27.5,
NY,Fort Salonga CDP,95.2,0.9,0.1,2.2,3.9,122554,98,5.8,
NY,Fowlerville CDP,93.8,1.3,0,3.1,2.2,16719,76.1,56.6,
NY,Frankfort village,97,0.7,0.2,0.3,1.5,111152,97,5.7,
NY,Franklin village,96.3,1.1,0,0.3,1.6,59583,93.9,17.4,
NY,Franklin Square CDP,83.3,3.2,0.3,7.2,13.3,96568,88.4,5.4,
NY,Franklinville village,97,0.1,0.3,0.9,1.7,36726,89.7,24.2,
NY,Fredonia village,93.8,1.8,0.3,1.6,3.9,47910,96.2,19.1,
NY,Freedom Plains CDP,90.3,1.4,0,4.5,5.7,58125,95.5,4.2,
NY,Freeport village,40.5,33.3,0.8,1.6,41.7,55368,92.7,12.1,
NY,Freeville village,94.2,3.5,0.4,0.2,1,64375,99.2,10.9,
NY,Frewsburg CDP,97.3,0.5,0.5,0,0.9,47773,89.1,10.1,
NY,Friendship CDP,97.8,0.6,0.4,0.1,1.8,95000,85.6,3.5,
NY,Fulton city,95.5,1,0.5,0.5,3.1,52933,88.2,9.1,
NY,Fultonville village,96.9,0.5,0,2,1.7,39758,84.3,13.3,
NY,Gainesville village,99.6,0,0,0,0.9,41250,91.1,4.4,
NY,Galeville CDP,88.4,4.8,0.6,2.7,3.3,42097,82.6,11.9,
NY,Galway village,99.5,0,0,0,1,59615,88.3,5.7,
NY,Gang Mills CDP,80.5,3.7,0.3,13.3,1.8,84920,92.3,7.9,
NY,Garden City village,93,1.4,0.1,3.6,4.5,153506,97.4,3.9,
NY,Garden City Park CDP,56.4,3.8,0.3,33.1,12.1,98621,90.3,3.1,
NY,Garden City South CDP,89.6,1,0.2,5.7,7.9,106935,88.6,5.1,
NY,Gardiner CDP,91.4,1.5,0.2,0.4,8.9,51172,95.1,15.3,
NY,Gardnertown CDP,77.7,9.9,0.4,1.9,16.9,69594,90.9,2.4,
NY,Gasport CDP,96.6,0.6,0.6,0.3,1.3,46347,91.6,11.7,
NY,Gates CDP,84.6,8.7,0.2,2.9,4.8,50729,84.6,8.6,
NY,Geneseo village,88.8,2.3,0.2,5.3,3.9,38051,88.4,41.5,
NY,Geneva city,77.3,10.5,0.3,1.7,13.2,29912,78.1,30.3,
NY,Germantown CDP,94.8,0.6,0.2,1.8,4.3,84615,91.1,7.4,
NY,Ghent CDP,97.3,0.5,0,0.2,4.4,53882,91.5,29.3,
NY,Gilbertsville village,98.5,0.5,0.3,0.3,1,43281,87.8,17.5,
NY,Gilgo CDP,100,0,0,0,2.3,159479,100,0,
NY,Glasco CDP,92.8,1.7,0.1,2.3,5.2,54459,80,11.8,
NY,Glen Aubrey CDP,97.3,0.6,0,0,0.4,58438,87.3,14.3,
NY,Glen Cove city,74.2,7.2,0.4,4.6,27.9,68362,80.3,14.6,
NY,Glen Head CDP,91.8,0.9,0.1,3.4,8.1,108333,94.5,1.9,
NY,Glen Park village,96.8,1,0,0.2,1,51500,88.2,11.3,
NY,Glens Falls city,94.7,1.8,0.3,0.6,2.3,45395,89.3,16.1,
NY,Glens Falls North CDP,95.8,1.1,0.2,1.4,1.9,59938,95.2,10,
NY,Glenwood Landing CDP,92.9,0.8,0.1,3.7,6.1,124615,98.2,1.3,
NY,Gloversville city,93.4,2.8,0.3,0.5,3.4,35044,80.7,29.1,
NY,Golden's Bridge CDP,92.7,2.5,0,2.6,5.6,122406,99.2,2.2,
NY,Gordon Heights CDP,28.7,52.9,1.9,1.9,25,71447,82,16,
NY,Gorham CDP,96.9,1,0.2,0.2,1.8,60625,95.8,7,
NY,Goshen village,84.5,3.7,0.4,2.3,15.3,73750,92.8,6.1,
NY,Gouverneur village,95.3,1.1,0.5,0.8,2.2,35175,86.7,27.7,
NY,Gowanda village,90.6,0.7,5.5,0.4,3,40386,83.2,21,
NY,Grand View-on-Hudson village,91.2,5.6,0,1.1,6,126250,99.6,1.7,
NY,Grandyle Village CDP,95.4,1.3,0.6,1.5,2.1,67868,93.9,10.8,
NY,Granville village,97.2,0.6,0.5,0.4,1.3,46172,87,19.2,
NY,Great Bend CDP,91.9,2.1,0.6,1.8,3,77917,92.7,11.8,
NY,Great Neck village,82.8,2,0.2,7.2,10.2,90382,90.3,5.9,
NY,Great Neck Estates village,86.4,0.8,0.1,10.2,2.9,176250,98.3,0.6,
NY,Great Neck Gardens CDP,83.1,0.8,0.1,12.1,1.7,100357,86.1,15.3,
NY,Great Neck Plaza village,82.2,1.5,0,11.6,7.8,67138,92.7,6.7,
NY,Great River CDP,96.8,0.5,0,1.8,4.2,128214,97.8,3.1,
NY,Greece CDP,88.2,5.4,0.3,2.4,5.4,48028,91.8,8.4,
NY,Greene village,98.9,0.1,0,0.1,0.6,48188,91.5,11.8,
NY,Green Island village,89.2,5,0.5,1.8,3.3,55000,93.2,10.7,
NY,Greenlawn CDP,74,13.9,0.4,4.1,12.5,86563,92.4,6.7,
NY,Greenport village,66.5,10.4,0.2,0.6,34,56212,81,17.7,
NY,Greenport West CDP,81.5,5.4,0.4,0.8,15.4,56806,95.3,15.1,
NY,Greenvale CDP,69.7,1.9,0.3,18.8,13.6,95417,93.2,7.9,
NY,Greenville CDP (Greene County),94.5,1.7,0.4,1.7,2.9,45333,79.1,10.5,
NY,Greenville CDP (Westchester County),73.3,1.5,0.1,22.2,4.8,200952,96.3,4.6,
NY,Greenwich village,97.4,0.5,0.3,0.5,1.1,46146,93.6,11.5,
NY,Greenwood Lake village,89.8,2.5,0.7,2.3,12.4,78611,95.1,2.9,
NY,Greigsville CDP,96.7,1.4,0,0,3.3,92045,95.9,0,
NY,Groton village,95.4,1.6,0,0.8,1.8,48403,91.1,13.8,
NY,Groveland Station CDP,95.4,0,0.7,2.5,1.4,46042,89.8,15.8,
NY,Guilford CDP,98.9,0,0.6,0.3,0.6,31550,91.1,25.8,
NY,Hadley CDP,95.6,1.5,0.9,0.2,2.7,48000,86.1,9.8,
NY,Hagaman village,96.1,0.9,0.3,0.1,3.6,56080,93.7,13.8,
NY,Hailesboro CDP,97.3,0.5,0.3,0.2,1.4,44519,93.7,20,
NY,Halesite CDP,96.1,0.8,0,1.5,4.2,120318,99.4,1.7,
NY,Hall CDP,99.5,0,0,0.5,0,103654,93.3,0,
NY,Hamburg village,98.2,0.4,0.2,0.4,1.4,30417,96.4,39,
NY,Hamilton village,85.6,5,0.1,5.5,4.6,71591,93.5,16.2,
NY,Hamlin CDP,94.9,1.2,0.5,0.4,3.2,54327,94.2,12.1,
NY,Hammond village,95.7,0.7,1.8,1.1,0.7,49545,90.6,6.8,
NY,Hammondsport village,97.3,0.9,0.2,0.6,0.3,56310,95.7,9,
NY,Hampton Bays CDP,84.3,1.5,0.3,0.8,28.6,75606,89.7,6.6,
NY,Hampton Manor CDP,91.6,3.4,0.2,2.1,1.9,62745,97.6,13.5,
NY,Hancock village,95.2,0.9,0.6,0.8,5.3,28333,89.4,16.6,
NY,Hannawa Falls CDP,98.3,0.4,0.3,0.3,0.9,55735,96.6,10.1,
NY,Hannibal village,97.8,0,0.5,0.2,0.4,53542,88.5,13.1,
NY,Harbor Hills CDP,93.6,0.3,0,5.2,1.9,141382,87.8,0,
NY,Harbor Isle CDP,94.8,0.8,0,1.8,5.9,91389,96.6,1.6,
NY,Harriman village,66.9,13.4,0.7,10.4,18.1,61688,85.8,8.8,
NY,Harris Hill CDP,93.1,1.4,0.1,3.9,1.7,86574,97.9,3.3,
NY,Harrison village,84.1,2.4,0.2,7.5,11.7,35156,98.9,14.6,
NY,Harrisville village,98.2,0.2,0.2,0,1,50139,90.3,15.1,
NY,Hartsdale CDP,72.5,5.5,0.3,16.7,12.1,84601,94.3,5.9,
NY,Hartwick CDP,96.5,0,0.3,0.2,1.3,37083,90.1,18.7,
NY,Hastings-on-Hudson village,85.2,4.6,0.2,4.7,9,124276,97.1,4,
NY,Hauppauge CDP,89.2,2.2,0.1,5.9,7.1,105305,96.1,3.5,
NY,Haverstraw village,47.9,12.7,0.8,2.3,67.1,56061,74,17.3,
NY,Haviland CDP,87.2,5.7,0.1,2.2,5.5,82885,95.2,4.1,
NY,Hawthorne CDP,93.4,0.9,0,2.7,7.3,39527,87.4,16.7,
NY,Head of the Harbor village,95.4,0.7,0,2.6,3.1,140673,97.4,5,
NY,Hemlock CDP,94.8,0.9,0.2,0.4,1.1,58646,94.5,6.8,
NY,Hempstead village,21.9,48.3,0.6,1.4,44.2,55417,71.2,20.7,
NY,Henderson CDP,96.4,0,0,0,0.9,83182,99.5,0,
NY,Heritage Hills CDP,95.7,1.3,0.1,2.1,2.2,74886,95.5,4.8,
NY,Herkimer village,91.5,4.5,0.3,1.1,3.3,38738,89.3,19.7,
NY,Hermon village,95,0.2,0.9,0.9,4,33750,80.6,26.8,
NY,Herricks CDP,52.6,0.5,0.1,43.2,3.9,127734,94.1,0.4,
NY,Herrings village,86.7,0,0,1.1,3.3,72500,84.7,3.8,
NY,Heuvelton village,98.7,0.1,0.4,0.1,0.3,54500,91,5,
NY,Hewlett CDP,85,2.3,0,7.1,10.7,106235,96.6,4.8,
NY,Hewlett Bay Park village,92.6,0,0,5.7,5.4,"250,000+",97,1.4,
NY,Hewlett Harbor village,93.7,0.8,0,3.9,2.4,200000,99.2,1.5,
NY,Hewlett Neck village,93.5,3.8,0,2,2,206667,99.1,1.4,
NY,Hicksville CDP,70.3,2.3,0.3,19.7,14.5,95030,90.8,4.4,
NY,High Falls CDP,93.1,2.9,0,1.8,3.7,(X),94.9,19.4,
NY,Highland CDP,84.4,6.9,0.3,4,7.8,66188,97.5,2.2,
NY,Highland Falls village,70.4,13,0.8,2.3,18.7,80475,93.4,5.1,
NY,Hillburn village,52.6,17.1,9,3.8,20,77321,89.9,9.6,
NY,Hillcrest CDP,21.7,55.8,0.4,10.9,20,94156,84.2,4.2,
NY,Hillside CDP,93.5,1.7,0,3.1,3.4,96563,89.6,2.3,
NY,Hillside Lake CDP,90.4,2.4,0.2,1.9,8.2,90125,87.3,13.2,
NY,Hilton village,96.5,1.5,0.2,0.3,2.3,58297,94.9,5.9,
NY,Hobart village,95.5,2.5,0.2,0.2,2.7,46346,92.3,19.5,
NY,Holbrook CDP,91.7,1.6,0.1,3.7,8.5,66370,96.5,9.2,
NY,Holland CDP,98.2,0.3,0.6,0,1.2,73214,93.3,6.5,
